name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Gite sur Lavale,18,288 km,288287,2 hours 55 mins,10499,2 hours 48 mins,10099,"17C Rue des Arnottes, 21220 Chevannes, France","47.159678,4.850461",http://www.grandsgites.com/gite-21-lavale-1514.htm,,06.42.62.19.32,03.80.61.44.64,Gestion libre : None  Autres infos : Week-end à 700 € en janvier et février ; 860 € le reste de l'année  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 6 €/pers. Animaux : Nous acceptons les animaux sous réserve de leur nombre et de leur taille (nous contacter pour en discuter) Chèques vacances : Non,"
Le gite de Lavale est situé au coeur de la Bourgogne dans un village viticole des Hautes côtes de Nuits Saint Georges, à 8 km de Nuits Saint Georges, 18 km de Beaune, 18 km de Gevrey Chambertin et 30 km de Dijon. Notre région est bien sur renommée pour sa gastronomie et ses vignobles, mais vous découvrirez aussi un patrimoine construit remarquable (les Hospices de Beaune, le Clos Vougeot, l'Abbaye de Citeaux , Chateauneuf en Auxois...). Si vous êtes randonneurs à pied, à cheval, en Vtt, de nombreux parcours s'offrent à vous. Les manifestations culturelles traditionnelles comme la Saint Vincent, les ventes des vins des Hospices de Nuits ou de Beaune méritent votre attention.
Nous vous proposons sur notre domaine des activités multiples: miniferme et village des enfants, salle de jeux, 2 piscines l'une couverte et l'autre d'extérieure. Rando ou cours à poney et à cheval... et farniente.
"
Les Ecuries du Pont Marquis,36,151 km,150505,1 hour 39 mins,5951,1 hour 34 mins,5628,"1 Rue Paul-Arrighi, 89130 Moulins-sur-Ouanne, France","47.708097, 3.334141",http://www.grandsgites.com/gite-89-pont-marquis-2999.htm,,,06.40.20.72.23,Gestion libre : Saison basse (15 septembre au 23 Mars):  Autres infos : Un chèque de caution vous sera demandé pour les groupes et vous sera restitué en fin de séjour.  Taxe de séjour : Incluse Location draps : 8 € Ménage fin de séjour : 150 € obligatoire Animaux : Admis Chèques vacances : Oui,"
Nous vous accueillons sur un site de 60 hectares, entouré de prés et de forêt dans le village de Moulins-sur-Ouanne dans l'Yonne (Bourgogne). Le corps de ferme date du 17ème siècle et a été rénové en septembre 2015 pour votre confort. Nous disposons d'une piscine, d'un cheval et poney club.
Deux belles terrasses pour vos pauses soleil ou soirées barbecue. A 1h45 de Paris
"
Gîte d'étape Le Bois Guillaume,20,148 km,147759,1 hour 40 mins,5983,1 hour 34 mins,5663,"Bois de Guillaume, 89350 Villeneuve-les-Genêts, France","47.758372,3.099828",http://www.grandsgites.com/gite-89-bois-guillaume-1879.htm,,,03.86.45.45.41,"Gestion libre : None  Autres infos : Propositions de menus au restaurant ou à emporter pour les groupes sur demande.  Taxe de séjour : 0,60 €/nuit/adulte Location draps : 7 €/lit Ménage fin de séjour : 75 € Animaux : Admis avec supplément Chèques vacances : Oui","
Gîte situé sur un terrain de camping 4 étoiles composé de 80 emplacements, disposant de mobile-home et chalets à louer, d'un bar, restaurant, terrasse, piscine (accessible de mi juin à mi septembre), à 3,5 km du village, dans un bois. Wifi accessible en terrasse ou au bar. Vous pourrez y apprécier le calme, la nature, le chant des oiseaux... un parcours d'orientation vous permet de découvrir le site de 7 hectares. Si vous êtes sportif, pensez à prendre vos raquettes de tennis, ping-pong ou vos ballons de volley, boules de pétanque... Nous vous accueillerons dans une ambiance familiale et conviviale. Un barbecue et des tables-bancs vous permettront de profiter d'un espace extérieur verdoyant dès les beaux jours."
Couvent et Ecole de Saulières ,13,281 km,280561,2 hours 53 mins,10369,2 hours 45 mins,9914,"93 Le Chemin, 58110 Saint-Péreuse, France","47.053094, 3.816359",http://www.grandsgites.com/gite-58-saulieres-2121.htm,,,06.14.17.92.73,Gestion libre : None  Autres infos : Les 2 gites peuvent être loués ensemble ou séparément.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Admis Chèques vacances : Oui,"
Donnant de plain pied sur la cour d'un coté et sur le jardin de l'autre. Situé à 3 km du village. Chacun des 2 gites est totalement autonome et peut être loué individuellement ou bien ensemble (à noter qu'il y a à la même adresse, sur la propriété à quelques centaines de mètres le vieux Château de Saulières, offrant 
possibilité d'héberger 19 personnes sur 3 logements également autonomes, disposant chacun d'un jardin) ce qui porte la capacité de couchage à 32 personnes (+ tente dans le jardin autorisée)  "
Gite de groupe Moulin de la Canne,44,348 km,348032,3 hours 17 mins,11848,3 hours 11 mins,11471,"Le Moulin de la Canne, 71390 Cersot, France","46.7043291,4.6240128",http://www.grandsgites.com/gite-71-moulin-canne-551.htm,,,00 314 3451 9150,Gestion libre : None  Autres infos : Tarifs selon saison et nombre de gites.  Taxe de séjour : Non incluse Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Oui avec supplément de 5 € Chèques vacances : Non,"
Le gîte de groupe rural Moulin de la Canne (location de vacances) se compose de 4 gîtes confortables dans un ancien moulin à eau en Bourgogne du sud (Chalon-sur-Saône) pour 15, 15, 8 et 6 pers. Convient aussi comme gîte de groupe jusqu’à 23 et 21 personnes soit un total de 44 personnes.  
Le Moulin (15 couchages, 4 chambres, 3 salles de bains) et le Meunier (2 chambres, 8 couchages, 2 salles de bains)= 23 pers.
La Laiterie (15 couchages, 3 salles de bains, 5 chambres) et L' Etable (3 petites chambres, 6 couchages, 2 salles de bains) = 21 pers.
Cuisines bien équipées.
En bord de la rivière.
Grand terrain avec parking."
Gite La Palombière,14,211 km,210671,2 hours 9 mins,7715,2 hours 3 mins,7397,"12 Place du Champ de Foire, 89450 Vézelay, France","47.463682, 3.741017",http://www.grandsgites.com/gite-89-la-palombiere-2830.htm,,,06.80.37.64.74,"Gestion libre : 2300 € la semaine complète  Autres infos : Supplément chauffage :  Taxe de séjour : 0,60 €/nuit/pers. Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Admis Chèques vacances : Non","
Grande maison du XVIIIème siècle tout confort, idéal pour vos réunions de famille, week-ends entre amis et séminaires ou retraites. Située dans un village classé au patrimoine mondial de l'UNESCO, vous pourrez profiter des lieux environnants qui sont magnifiques, idéal pour les amoureux d'Art et d'Histoire. La région est propice également pour les activités sportives de pleine nature ainsi que la découverte du vignoble bourguignon.
La maison possède trois jardins, un trampoline, barbecue, salle de réception extérieure dans grange... Ancien hôtel, les chambres sont tout confort, bien meublées et ont un charme particulier. Vous sera séduit par son atmosphère chaleureuse. Rénovation 2015 des pièces à vivre avec badigeons à la chaux. Beaucoup d'espace dans les pièces à vivre pour des repas conviviaux. La maison est proche de toutes les commodités, parking, restaurants, etc... Capacité d'accueil pour 2016 augmentée à 25 couchages. Petit bonus: possibilité hébergement chevaux. "
Gîte des Roches,30,237 km,237476,2 hours 30 mins,8995,2 hours 25 mins,8711,"2 Rue des Teuraux, 58140 Lormes, France","47.2864163,3.8198411",http://www.grandsgites.com/gite-58-roches-272.htm,,06.79.15.19.33,03.86.22.80.17,"Gestion libre : None  Autres infos : Plus d'infos sur les tarifs sur notre site Internet.  Taxe de séjour : 0,27 € / nuit et personne
 Location draps : 4,50 € Ménage fin de séjour : Inclus Animaux : Oui avec supplément 2 € Chèques vacances : Oui","
Le Gîte des Roches est situé au bord de Lormes, sur un terrain de 2000 m², bien aménagé avec des tables de pique-nique, un barbecue et une table de ping-pong. Le gîte peut accueillir 30 personnes."
Gite communal de Gigny,24,348 km,347951,3 hours 17 mins,11840,3 hours 11 mins,11440,"Chemin Travers, 71240 Gigny-sur-Saône, France","46.654525,4.940907",http://www.grandsgites.com/gite-71-communal-gigny-1750.htm,,,"03.85.44.80.78
Tous les après-midi de 15h00 à 18h00 sauf le mardi, jeudi et le WE.","Gestion libre : None  Autres infos : A partir de 7 nuits, 25% de réduction soit 180 € en haute saison et 150 € pour les autres période.  Taxe de séjour : Incluse Location draps : Non inclus Ménage fin de séjour : 76 € Animaux : Non admis Chèques vacances : Non","
Belle demeure de caractère sur 3 niveaux au coeur du village. Ce gîte est équipé d'une douche et WC pour personne à mobilité réduite au rez de chaussée. "
Manoir de Bézolle,40,281 km,280775,2 hours 54 mins,10416,2 hours 46 mins,9960,"La Grande Hâte, 58110 Saint-Péreuse, France","47.059137, 3.817210",http://www.grandsgites.com/gite-58-manoir-bezolle-3159.htm,,,03.86.76.01.89,"Gestion libre : Nous consulter  Taxe de séjour : 0,56 €/nuit/pers. Location draps : Non fournis Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : Oui","
Manoir pour 20 personnes et 4 chalets dans un parc de 8 Ha avec vue sur le Morvan. Nous proposons la location d'une salle pouvant accueillir 100 personnes.
Elle dispose d'une cuisine entièrement équipée, vaisselle, percolateur, réfrigérateur, congélateur, tireuse à bière, jeu de lumière, sono. Sur place : 2 piscines, mini golf, animaux de la ferme, étang de pêche."
Gite de Curley,15,301 km,301155,2 hours 55 mins,10489,2 hours 48 mins,10058,"1-2 Rue du Lavoir, 21220 Curley, France","47.202195,4.906948",http://www.grandsgites.com/gite-21-curley-2555.htm,,06.30.07.82.21,03.80.30.71.61,"Gestion libre : None  Autres infos : Les tarifs comprennent le linge de maison à savoir: draps, serviettes de toilette et torchons de cuisine, le bois à disposition pour le poêle et la cheminée.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 110 € Animaux : Admis Chèques vacances : Non","
Dans le site exceptionnel des hautes côtes de Gevrey Chambertin, au coeur de la Bourgogne cette maison de caractère est idéalement située pour ravir les amateurs de grands crus de Bourgogne et de sites culturels uniques. Vous pourrez découvrir à proximité le célèbre Château du Clos Vougeot, les hospices de Beaune, le centre ville de Dijon, ainsi que toute la côte des vins et ses grands crus de Bourgogne, 10 mn de Gevrey-Chambertin, 12 de Nuits Saint Georges, 20 mn de Beaune. Cette spacieuse demeure entièrement rénovée se situe sur la route touristique des hautes cotes très appréciée des cyclistes et des randonneurs grâce à ses magnifiques paysages."
Le Moulin Du Roy,80,300 km,299810,3 hours 16 mins,11786,3 hours 8 mins,11309,"Moulin du Roy, 71140 Bourbon-Lancy, France","46.601609,3.79658",http://www.grandsgites.com/gite-71-moulin-roy-1960.htm,,,03.85.89.07.04,Gestion libre : Pour toute la structure : Nuit : 22 €/pers. Nuit + Petit-déj : 27 €/pers. et 24 €/enfant - de 12 ans Demi-pension : 40 €/pers. et 30 €/enfant - de 12 ans Pension complète : 49 €/pers. et 39 €/enfant - de 12 ans  Autres infos : Gratuité enfant - de 2 ans  Taxe de séjour : Incluse Location draps : 3 € Ménage fin de séjour : 200 € Animaux : Non admis Chèques vacances : Oui,"
De 10 à 80 personnes, venez pour un week-end ou plus dans un ancien moulin restauré datant du XVème siècle et situé sur un domaine de 74 ha au bord d'un étang d'1 ha et en bordure d'une forêt de 200 ha. Hébergement dans l'ancien moulin  ou en chalets et petits dortoirs de 4, 6 ou 8 places équipés de lits superposés. 
Gestion libre ou restauration familiale authentique et adaptée. Activités sur place : pêche, vélo, équitation, golf,  baby-foot, ping-pong, mini-ferme pédagogique, canoë sur notre étang d'un hectare."
Château de Lusigny sur Ouche,19,279 km,278878,2 hours 41 mins,9668,2 hours 34 mins,9268,"Le Grand Étang, 21360 Lusigny-sur-Ouche, France","47.08819,4.673953",http://www.grandsgites.com/gite-21-chateau-lusigny-1733.htm,,06.85.80.34.90,03.80.22.29.97,"Gestion libre : Château seul 15 couchages:
  Taxe de séjour : Incluse Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Admis sous conditions Chèques vacances : Non","
Au cœur de la Bourgogne, à 15 km de Beaune et de ses vignobles, dans une vallée verdoyante, le château de Lusigny est un bel édifice du XVIIème siècle. Nous vous accueillerons le temps d'un séjour dans cette belle demeure familiale simple et authentique. Sa situation est idéale pour se retrouver et découvrir la région alentours. Au rez-de-chaussée, une grande salle de vie avec cheminée monumentale et une cuisine voûtées pour vos repas et moments conviviaux. Aux 1er et second étages, des chambres spacieuses dont les fenêtres ouvrent sur la nature environnante.
Entouré d’un vaste parc, le château est traversé de bas en haut par un majestueux escalier classé Monument historique où nous nous croiserons sûrement car nous habitons une partie de la maison. En annexe et en complément, une petite maisonnette abrite un dortoir pour 4 personnes maximum. Le site est particulièrement calme et reposant. Sur place, vous pourrez découvrir notre micro-brasserie artisanale. A 200 m, le village de Lusigny est l’un des plus charmants de Bourgogne. Il est traversé par l'Ouche qui prend sa source à moins d'un kilomètre."
Au Creux du Coche,13,307 km,307100,2 hours 50 mins,10223,2 hours 44 mins,9864,"2-4 Rue de la Gare, 21190 Meursault, France","46.973437,4.783503",http://www.grandsgites.com/gite-21-creux-coche-1415.htm,,06.72.48.61.43,03.80.21.69.34,"Gestion libre : None  Taxe de séjour : 1 €/pers./jour
 Location draps : 6 € Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Non","
Maison de caractère appartenant à un viticulteur située dans le village de Meursault. Capacité de couchage 13 personnes (4-5 couchages supplémentaires sur demande + studio si besoin). Cette maison peut-être louée pour des événements familiaux ou des réunions, la salle à manger ayant une capacité d’accueil de vingt personnes.
"
