name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Pamoja,30,245 km,245452,2 hours 28 mins,8860,2 hours 26 mins,8741,"7 Rue Maria, 37460 Chemillé-sur-Indrois, France","47.1623568,1.1672652",http://www.grandsgites.com/gite-37-pamoja-244.htm,,,09.54.67.55.44,"Gestion libre : None  Autres infos : Les gîtes peuvent être loués individuellement (Pamoja Touraine-Liptrap: 16 personnes et Pamoja Cooma: 14 personnes) - Nous contacter pour  les tarifs.  Taxe de séjour : 0,80 €/nuit/adulte Location draps : 10 € Ménage fin de séjour : 120 € Animaux : Non Chèques vacances : Non","
Pamoja, design et tradition en Touraine : 2 longères (16 et 14 personnes) devant le lac de Chemillé (75 hectares). En tout 12 chambres, 5 salons, salle de jeux avec billard, babyfoot et pianos crapauds dans 700m², deux canoes, barbecues et jardins cloturés face au lac. La maison de nos rêves pour des vacances en famille ou entre amis : belles, lumineuses, bien équipées. Une situation idéale, calme, au bord de l'eau, à 300m de la base de loisirs (baignade, jeux d'enfants, pédalos et barques, restaurants, promenades, pêche et mini-golf), proche des châteaux de la Loire, des vignobles, du Zoo Parc de Beauval, à 2h de Paris, 2h de Bordeaux, 5h de Lyon...

"
Gite des Brunettes,20,267 km,266592,2 hours 20 mins,8423,2 hours 19 mins,8357,"16-134 Le Bourg, 18200 Farges-Allichamps, France","46.758709,2.401392",http://www.grandsgites.com/gite-18-brunettes-909.htm,,,06.87.30.48.15,Gestion libre : None Nuit + Petit-déj : 30 €/pers.  Autres infos : Demi-pension ou pension complète est possible : nous contacter.  Taxe de séjour : Incluse Location draps : 10 € Ménage fin de séjour : 110 € Animaux : Non admis Chèques vacances : Non,"
Le gîte des Brunettes, on y va pour :
se mettre au vert entre amis, sa piscine, son jacuzzi et ses 200 m² dans une belle grange de pays de 1870 en pierres. Gîte atypique style ""vintage"" pour ce gite situé dans un cadre verdoyant au milieu des chevaux. Dépaysement assuré. Idéal pour un groupe d'amis ou pour un séjour familial. Situation géographique centrale stratégique pour rassembler ses proches venant des ""4 coins de la France"" (2h30 de Paris et 3h de Lyon) 5mn Sortie A71. Centre équestre EFE, grande piscine sur place, accès direct GR et forêt. Nombreuses sorties culturelles sur place. Baby babysitting et prise en charge de vos enfants pour la journée au centre équestre. Sur demande: animations diverses (Tir à l'arc, Atelier photos, Atelier Art floral, Animation Nature et environnement, Dégustation de produit du terroir BIO). Restaurant à 100m avec portage des repas. Tous commerces. Option: location de salle de réception (50 personnes) ou salle de travail. A 3 km: Hôtel et Restaurant gastronomique. Propreté des locaux irréprochable. Florence la propriétaire vous réservera un accueil chaleureux et se fera un plaisir de vous donner tous ses bons plans produits régionaux, visites et activités sportives. "
Les Figuiers,12,186 km,186434,1 hour 56 mins,6939,1 hour 54 mins,6842,"119 L'Étang, 41150 Mesland, France","47.533387, 1.102066",http://www.grandsgites.com/gite-41-figuiers-3537.htm,,,02.54.70.26.29,"Gestion libre : None  Taxe de séjour : 0,83 €/pers./nuit Location draps : 10 € Ménage fin de séjour : 60 € Animaux : Admis Chèques vacances : Non","
Dans un parc boisé de 22 ha et autour d’un étang, le domaine est un lieu de tranquillité absolue au milieu de la nature, de nombreuses activités vous sont proposées sur place. Le propriétaire habite sur place et est toujours à votre
disposition.
"
Ermitage du Château de la Ferté,15,134 km,133891,1 hour 23 mins,4967,1 hour 22 mins,4916,"45240 La Ferté-Saint-Aubin, France","47.7267855,1.9453150",http://www.grandsgites.com/gite-45-ermitage-705.htm,,06.78.02.34.70 / 06.09.87.08.48,02.38.76.52.72,"Gestion libre : None Nuit : Forfait par nuit : 450 €  Autres infos : Deux nuits consécutives minimum, trois nuits pour les week-ends fériés.  Taxe de séjour : Incluse Location draps : 10 €/pers. Ménage fin de séjour : 50 € Animaux : Sur demande Chèques vacances : Non","
Rendez-vous de chasse des années 30 situé sur une ile dans un parc de 40 Ha. L'Ermitage est une maison indépendante dans le parc d'un chateau historique ouvert au public entre Berry et Sologne aux portes du Val de Loire."
Le Castelnaute,60,242 km,241679,2 hours 13 mins,8003,2 hours 11 mins,7886,"2 Rue Brune, 18190 Châteauneuf-sur-Cher, France","46.857759,2.319968",http://www.grandsgites.com/gite-18-castelnaute-1705.htm,,,06.40.05.77.02,"Gestion libre : None  Taxe de séjour : 0,88 €/nuit/adulte Location draps : Non inclus Ménage fin de séjour : Non inclus Animaux : Non admis Chèques vacances : Oui","
Gîte de groupe au cœur du village, boulangerie en face, bar/restaurant à proximité immédiate. Entièrement refais à neuf, avec toutes les dernières normes de sécurité. Chambres de 4 à 10 personnes, bloc sanitaire dans chaque chambre.


"
Gîte des Orfeuilles,12,198 km,198326,2 hours 7 mins,7638,2 hours 6 mins,7533,"221 Viroir-Nord, 41140 Thésée, France","47.340881, 1.325969",http://www.grandsgites.com/gite-41-les-orfeuilles-136.htm,,06.30.37.84.88,02.54.71.43.39,"Gestion libre : None  Autres infos : Basse saison : du 04/01 au 24/3/16 et du 18/11 au 16/12/16  Taxe de séjour : 0,33 €/nuit/adulte Location draps : 12 €/pers. (obligatoire) Ménage fin de séjour : 190 € Animaux : Oui (moyennant 20 €) Chèques vacances : Non","
Entre forêts et vignobles dans un cadre exceptionnel de 700 Ha avec étangs, gîte de 400m² restauré dans les traditions pour 12 personnes, 5 chambres (18 à 28 m²), 3 salles de bain, cuisine et salle à manger, salon avec cheminée, grande pièce à vivre avec poêle à bois, barbecue, piscine privée, étangs de pêche et tennis sur la propriété."
Gite d'Osmoy,43,235 km,235086,2 hours 8 mins,7696,2 hours 7 mins,7618,"17 Route de Bourges, 18390 Osmoy, France","47.080083, 2.494184",http://www.grandsgites.com/gite-18-osmoy-2481.htm,,,02.48.23.02.61,Gestion libre : None  Taxe de séjour : None Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui,"
En plein cœur du pays de Bourges et très facile d’accès puisqu’il est situé à seulement 3 km de la rocade de Bourges, le Gîte d'Osmoy bénéficie d’un environnement privilégié, au calme en pleine nature. Tous les atouts touristiques du Cher et de Bourges sont à proximité : cathédrale de Bourges, route Jacques Cœur, Loire à Vélo, etc."
Gîte de la Balonnière,18,256 km,256500,2 hours 24 mins,8620,2 hours 22 mins,8500,"258 La Girauderie, 37500 Saint-Benoît-la-Forêt, France","47.214853,0.325093",http://www.grandsgites.com/gite-37-balonniere-1600.htm,,06.82.88.31.70 ,02.47.58.02.43 ,"Gestion libre : None  Autres infos : Possibilité d'héberger des chevaux lors d'une nuitée en supplément  Taxe de séjour : 0,79 €/pers./nuit Location draps : 7 € Ménage fin de séjour : 70 € Animaux : Admis Chèques vacances : Oui","
Idéalement placé pour la randonnée ou la visite de sites historiques de la Touraine (Azay le rideau, Chinon, Langeais, Jardins de Villandry), notre gîte vous accueillera pour passer des vacances en toute sérénité. Au milieu d’une nature boisée, cette ancienne longère  du XIXè préserve l’authenticité et le charme des habitations en pierre de tuffeau. Un grand salon chaleureux en pierres apparentes (avec cheminée) vous permettra  de vous retrouver en famille ou entre amis le temps d'une nuit, d'un week-end ou d'une semaine. Le gite comprend 6 chambres dont 1 séparée dans l'annexe, 5 douches et 5 WC, une cuisine équipée (four, micro-ondes, cafetières, lave-vaisselle), une terrasse bordée d'un grand espace vert avec accès direct à des chemins de promenade ou à une visite aux animaux de la maison (chevaux,  moutons, poules...)
Vous pourrez également découvrir le territoire avec ses particularités : les troglodytes, la vannerie, les rivières, les vins de Chinon et Bourgueil, les fromages de chèvre, etc."
La Maison des Secrets,30,251 km,250849,2 hours 24 mins,8629,2 hours 22 mins,8503,"Le Moulin du Pré, 37240 Le Louroux, France","47.171108, 0.823354",http://www.grandsgites.com/gite-37-maison-secrets-3221.htm,,06.03.45.09.47,02.47.92.12.67,Demi-pension : 78 € Pension complète : 95 €  Autres infos : Devis sur demande par mail  Taxe de séjour : 1 €/nuit/pers. Location draps : 7 € Ménage fin de séjour : Non inclus Animaux : Admis avec supplément Chèques vacances : Non,"
Niché au cœur des châteaux de la Loire, dans un écrin de verdure sur 14 hectares, cet ancien moulin, relais des mousquetaires, devint au XVIIIème siècle une demeure de caractère ayant appartenu au Marquis de Lafayette. Depuis, nous l'avons restaurée et transformée en maison d'hôtes pouvant accueillir secrètement toutes sortes de réunions familiales. Une piscine et le jardin agrémente le séjour."
Gites des Barres,15,187 km,187330,1 hour 48 mins,6469,1 hour 47 mins,6423,"498 Les Barres, 41320 Mennetou-sur-Cher, France","47.292878,1.889867",http://www.grandsgites.com/gite-41-barres-969.htm,,06.08.24.20.39,02.54.98.03.77,"Gestion libre : None  Autres infos : Supplément chauffage du 15/10 au 15/04  Taxe de séjour : 0,66 €/nuit/adulte Location draps : 7 €/lit Ménage fin de séjour : 134 € Animaux : Oui (45 €) Chèques vacances : Oui","
Proche des châteaux de la Loire en Sologne, ancienne ferme composée de 3 gîtes dans un cadre boisé et fleuri.
Nos 3 gîtes sont dans la même cour et le plus grand permet de réunir les 15 personnes pour les repas. Vous visiterez les plus prestigieux châteaux: Chambord, Cheverny, Amboise, Blois, Valençay, sans oublier le zoo de Beauval."
La Bouquetière,20,222 km,221754,2 hours 26 mins,8771,2 hours 24 mins,8651,"7 La Bouquetière, 37460 Villeloin-Coulangé, France","47.159731,1.233375",http://www.grandsgites.com/gite-37-bouquetiere-1078.htm,,06.10.08.60.38,02.47.92.71.60,"Gestion libre : None Pension complète : Sur demande  Autres infos : Minimum 1 semaine de location  en juillet et aout  Taxe de séjour : 0,80 €/nuit/adulte Location draps : 10 € lits simples / 20 € lits doubles Ménage fin de séjour : 90 € maison principale Animaux : Non admis Chèques vacances : Non","
Ancienne ferme avec plusieurs bâtisses indépendantes autour d'une grande piscine avec une surface en poudre de marbre. Pool house avec cuisine d'été. Grand parc et jardin.  "
Gite de l'Arnon,14,252 km,251976,2 hours 23 mins,8603,2 hours 21 mins,8480,"221 La Forge Neuve, 18160 Saint-Baudel, France","46.833525,2.195245",http://www.grandsgites.com/gite-18-arnon-1409.htm,,06.02.29.95.84 ,02.48.60.45.72,Gestion libre : None  Autres infos : Ce tarif est valable pour 14 personnes.   Taxe de séjour : Incluse Location draps : 60 € Ménage fin de séjour : 60 € Animaux : Admis Chèques vacances : Non,"
Au coeur du Centre de la France, dans le Cher, un agréable et lumineux grand gite rural vous accueille à toutes les saisons. Le gite est situé au calme au bord de la rivière l'Arnon, il a été renové en 2011, il marie l'ancien (poutre et pierre) et le moderne (lumière, couleur, équipement).
Accès handicapé, et gite adapté aux personnes à mobilité réduite.
Espace extérieur privatif, terrasse, poêle à bois, barbecue, possibilité de
pêcher, aire de jeux pour enfants, de
pêche et de pique-nique à 200 m.


"
Gîtes du Château de Roujoux,32,182 km,181704,1 hour 46 mins,6341,1 hour 44 mins,6257,"1 Rue de Fougères, 41700 Fresnes, France","47.4344052,1.4127088",http://www.grandsgites.com/gite-41-chateau-roujoux-436.htm,,06.62.30.45.16,09.81.43.82.17,Gestion libre : Pour les tarifs merci de consulter directement notre site Internet.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus en 2011 Animaux : Oui Chèques vacances : Oui,"
Gîtes ruraux de caractère (10, 8 et 4 personnes) et un nouveau gîte d'étape 10 personnes (ouverture en juillet 2010) dans les dépendances du Château de Roujoux. Très tranquille, propriété de 10 Ha à l’écart du village et de la route.
Site exceptionnel au cœur de la région des Châteaux de la Loire. Nombreuses activités touristiques, culturelles, sportives, gastronomiques et loisirs.
"
Montperthuis,15,149 km,148634,1 hour 22 mins,4936,1 hour 22 mins,4892,"300 Montpertuis, 41600 Chaumont-sur-Tharonne, France","47.588358, 1.969655",http://www.grandsgites.com/gite-41-montperthuis-2425.htm,,06.82.09.60.36,02.54.98.22.15,Gestion libre : None  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : 95 € Animaux : Non admis Chèques vacances : Oui,"
Au cœur de la Sologne à quelques kilomètres des plus beaux monuments de la vallée de la Loire Chambord, Cheverny, La Ferté Saint Aubin, ainsi que du zoo de Beauval, un ancien relais de chasse, typiquement solognot, datant de 1880 rénové et décoré avec soins. Cinq chambres aménagées dans un style chic, sobre et confortable, un séjour cathédrale, typiquement solognot de plus de 100m² avec une grande cheminée, des poutres et briques apparentes."
Le Haras de Garrypierre,15,166 km,165739,1 hour 35 mins,5678,1 hour 34 mins,5635,"399 Le Garry, 41210 Neung-sur-Beuvron, France","47.513863, 1.773142",http://www.grandsgites.com/gite-41-haras-garrypierre-2031.htm,,,06.06.69.72.85,"Gestion libre : None  Autres infos : Les chiens ne sont pas admis dans le bâtiment d´habitation mais nous mettons à disposition un à plusieurs boxes paillés moyennant 7 € par jour et par boxe.  Taxe de séjour : 1,10 €/nuit/adulte Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Admis (7 €) Chèques vacances : Non","
Très beau gîte entièrement redécoré - atmosphère campagne cosy - Venez passer un week-end au vert à la campagne entouré de chevaux et des magnifiques paysages des bois et étangs de Sologne.
Envie de faire plus ample connaissance avec les chevaux ou à la recherche d’un cadre dépaysant pour un séjour de détente ? Venez découvrir le Haras de Garrypierre, situé au cœur de la Sologne, à quelques kilomètres du Parc Fédéral de Lamotte-Beuvron. Vous y découvrirez l’élevage des chevaux et accéderez à de nombreux chemins communaux pour faire des promenades à pied, à cheval ou à vélo. Au cours de votre séjour, vous serez hébergés dans le gîte équestre de la Ferme du Garry. Celui-ci possède une capacité d’accueil de 13 à 15 personnes. Ce gîte comprend trois suites avec salle de bain et WC attenants, deux chambres triples et une simple avec deux salles de douche et WC indépendants, un studio indépendant et entièrement équipé, une cuisine entièrement équipée, un salon et des sanitaires privés. Si vous emmenez également vos montures, le domaine comprend 15 boxes pouvant les héberger."
Château de Nanteuil,20,167 km,166646,1 hour 35 mins,5718,1 hour 34 mins,5638,"Château de Nanteuil, 41350 Huisseau-sur-Cosson, France","47.579353, 1.409565",http://www.grandsgites.com/gite-41-chateau-nanteuil-2838.htm,,06.88.83.79.84,02.54.42.61.98,Gestion libre : None  Taxe de séjour : 1 €/nuit/pers. Location draps : Inclus Ménage fin de séjour : 90 € Animaux : Admis Chèques vacances : Non,"
Situés au cœur du triangle Blois, Chambord et Cheverny, gîte des écuries du 17ème siècle entièrement rénové et château de 1760 avec vue sur le Cosson (rivière de Chambord)."
Le Moulin à Vent,42,96.2 km,96163,1 hour 21 mins,4848,1 hour 19 mins,4746,"65 Route du Hallier, 45340 Nibelle, France","48.0192165,2.3171175",http://www.grandsgites.com/gite-45-moulin-a-vent-452.htm,,06.72.31.68.13,02.38.32.25.26,"Gestion libre : Tarifs pour 34 personnes :  Autres infos : Pension complète, demi-pension, petit-déjeuner, nuit seule, salle supplémentaire de 170m² : nous consulter.  Taxe de séjour : Incluse Location draps : 6 € Ménage fin de séjour : Inclus Animaux : Oui Chèques vacances : Oui","
Situé en bordure de la Forêt d'Orléans, à 1km du village de Nibelle, sur un terrain aménagé de 7000m², dans les bâtiments d'une ancienne ferme, ce gîte peut recevoir de 34 à 42 personnes. En supplément, une double salle de réception aménagée dans un ancien séchoir à tabac de 100+70m² peut accueillir jusqu'à 120 personnes à seulement 100km de Paris."
Château de Celon,14,290 km,289877,2 hours 33 mins,9202,2 hours 32 mins,9108,"1 Rue du Château, 36200 Celon, France","46.520549, 1.505202",http://www.grandsgites.com/gite-36-chateau-celon-732.htm,,,06.15.35.30.26,Gestion libre : None  Autres infos : Nous consulter pour les longs week-end.  Taxe de séjour : Incluse Location draps : 10 € Ménage fin de séjour : 60 € Animaux : Admis Chèques vacances : Non,"
Location exlusive d'un château du XVe siècle avec ses tours à machicoulis, son escalier à vis, ses cheminées, ses douves et ses fresques, dans un parc de 4 hectares. Tout le confort moderne (chauffage au sol, 3 salles de bains, TV, Hifi et Wifi) et un équipement de luxe pour accueillir jusqu'à 14 personnes. Les décors du moyen-âge se melent à des fresques murales et vous permettrons de trouver harmonie, paix et silence dans un lieu unique."
Domaine de la Brosse Montmort,43,155 km,154919,1 hour 30 mins,5379,1 hour 29 mins,5317,"21 Les Brosses, 41370 La Madeleine-Villefrouin, France","47.787817, 1.402906",http://www.grandsgites.com/gite-41-brosse-montmort-3209.htm,,,06.86.46.19.42,"Gestion libre : None  Autres infos : Tarif tout inclus : ménage, chauffage, draps, accès piscine chauffée.  Taxe de séjour : Incluse Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Admis Chèques vacances : Oui","
Ancienne Seigneurie du XIIIe siècle, nous vous proposons de séjourner dans notre gîte 4 épis. D’une capacité totale de 43 couchages, il est constitué de 3 logements et une salle de réception. Au 1er étage, un gîte et un dortoir offrent un hébergement pour 23 personnes (37 avec les lits d’appoint). Au rez de chaussée, un second gîte de 6 couchages (3 chambres avec salle d’eau privative) et la salle de réception de 100m² (avec cheminée)."
Demeure de Bizard,14,198 km,197959,2 hours 5 mins,7494,2 hours 3 mins,7386,"174 Bizard, 41140 Monthou-sur-Cher, France","47.342544, 1.315774",http://www.grandsgites.com/gite-41-bizard-846.htm,,06.30.37.84.88,02.54.71.43.39,"Gestion libre : None  Autres infos : Basse saison : du 04/01 au 24/3/16 et du 18/11 au 16/12/16   Taxe de séjour : 0,30 €/jour/pers. dès 13 ans Location draps : Obligatoire 168 € (14 pers.) Ménage fin de séjour : 220 € obligatoire Animaux : Oui (20 €) Chèques vacances : Non","
Au cœur de la prestigieuse vallée de la Loire, à la frontière entre la Sologne et la Touraine, la demeure de Bizard est érigée dans un lieu chargé d’histoire. "
