name,n_beds,distance_text,distance_value,duration_in_traffic_text,duration_in_traffic_value,duration_text,duration_value,full_direction,gps,internal_url,external_url,mobile,phone,price,description
Les Grands Huniers,30,362 km,361589,3 hours 49 mins,13711,3 hours 34 mins,12867,"1 Allée les Clos Marins, 50760 Barfleur, France","49.667467, -1.268364",http://www.grandsgites.com/gite-50-grands-huniers-2452.htm,,,02.33.43.68.87,"Gestion libre : None  Autres infos : Formule GROUPE : Randonneurs - Grande Famille - Groupe d'amis.  Taxe de séjour : 0,83 €/nuit/adulte Location draps : Inclus Ménage fin de séjour : 170 à 200 € Animaux : Non admis Chèques vacances : Oui","
Dans le Cotentin, à Barfleur, l'un des plus beaux villages de France, nous vous accueillons dans notre gite de groupe Les Grands Huniers pour 30 personnes. Sur place, un parc planté d'arbres centenaires, un terrain de tennis, un spa-jacuzzi pour des séances de relaxation avec ses jets thérapeutiques. Nous sommes situés à deux pas du port, des commerces et de 3 randonnées de 20 à 25 km en étoile depuis notre gite."
Le Moulin de Barbières,56,256 km,255942,2 hours 45 mins,9891,2 hours 31 mins,9069,"2 D83, 14610 Thaon, France","49.258801, -0.445817",http://www.grandsgites.com/gite-14-moulin-barbieres-2301.htm,,,02.31.46.80.49 (lundi au vendredi),"Gestion libre : Tarif 2017:
  Autres infos : Location en gestion libre salle de réception + cuisine + 2 salles d’activités + sanitaires + parking (sans hébergement) : 800 €  Taxe de séjour : Non Location draps : Non Ménage fin de séjour : En option Animaux : Non admis Chèques vacances : Oui","
En Normandie, au cœur de la vallée de la Mue, petite rivière qui traverse le domaine, le Moulin de Barbières vous ouvre ses portes. Situé à 9 km de la mer au milieu de 7 hectares de bois et prairies, il est le cadre idéal pour réunir la famille et les amis. Il peut être le point de départ de visites touristiques entre Caen et Bayeux et vers le littoral normand avec ses ports et ses plages du Débarquement. "
La Ferme Eustache,19,250 km,249894,2 hours 37 mins,9412,2 hours 23 mins,8600,"Chemin de la Ferme Eustache, 14111 Louvigny, France","49.160453,-0.412739",http://www.grandsgites.com/gite-14-ferme-eustache-1638.htm,,06.89.93.25.97,02.31.73.42.25,Gestion libre : None  Taxe de séjour : Non incluse Location draps : 10 €/pers. Ménage fin de séjour : 150 € Animaux : Non admis Chèques vacances : Non,"
Grand gite chaleureux dans un environnement campagnard, rénové dans la grange d'une ancienne ferme du 18è siècle, tout en pierres apparentes. Label Tourisme & Handicap et agrément Jeunesse et Sports. A 5 mn de Caen et de ses commodités, proches des plages du Débarquement, vous pourrez y séjourner quelques jours ou, le temps d'un week-end, profiter de la grande salle pour y réaliser une fête de famille."
La Cotentine,12,354 km,354265,3 hours 43 mins,13350,3 hours 29 mins,12511,"5 Rue de l'Église, 50630 Le Vast, France","49.622213, -1.359151",http://www.grandsgites.com/gite-50-cotentine-3417.htm,,06.81.63.16.98,06.02.06.04.90,"Gestion libre : None  Autres infos : En été et pendant les vacances scolaires, nous louons en général des semaines complètes minimum et du samedi au samedi, toutefois, n'hésitez pas à nous contacter.
Pour les week-ends et courts séjours, merci de nous contacter.  Taxe de séjour : Incluse Location draps : 15 €/pers. Ménage fin de séjour : 120 € Animaux : Admis (20 €) Chèques vacances : Non","
Bienvenue dans notre maison de famille. Nous sommes situés dans le département de la Manche, dans le village du Vast. Notre hébergement est très confortable, la grande salle à manger dispose d'une cheminée et la cuisine équipée d'une véranda donne accès au patio."
Domaine de la Tour,40,304 km,304151,2 hours 54 mins,10424,2 hours 52 mins,10293,"Château de la Tour, 14700 Saint-Pierre-Canivet, France","48.920229,-0.244619",http://www.grandsgites.com/gite-14-domaine-tour-2084.htm,,,02.31.20.53.07,"Gestion libre : A partir de 25 €/pers./nuit Nuit + Petit-déj : A partir de 30 €/pers./nuit Demi-pension : A partir de 50 €/pers./nuit Pension complète : A partir de 70 €/pers./nuit  Autres infos : Eau, chauffage et électricité sont également inclus. Wifi gratuit.  Taxe de séjour : 0,50 €/nuit/pers. Location draps : Inclus Ménage fin de séjour : Inclus Animaux : Non admis Chèques vacances : Oui","
Situé à 5 mn de la ville médiévale de Falaise, en Basse-Normandie, le Domaine de la Tour est une magnifique propriété du 18ème siècle dans un environnement calme et pittoresque de 7 ha. La propriété, très confortable, dispose de 12 chambres individuelles reparti en gîtes et chambres spacieuses avec pour chacune sa propre salle de bain et toilette, de deux salons spacieux, de deux salles de jeux, d'une aire de jeux à l’extérieur et d'un vaste terrain pour des activités de plein air (pétanque, badminton, football). Chaque gîte est doté d'équipement pour les bébés. Nous avons également des salles de réception de disponible pour vos repas et soirées. Le Domaine de la Tour est un lieu idéal pour les grandes familles ou les groupes qui veulent passer un bon moment ensemble."
La Cerverie,12,338 km,338043,3 hours 28 mins,12454,3 hours 13 mins,11581,"La Cerverie, 50450 Ver, France","48.895977, -1.407967",http://www.grandsgites.com/gite-50-la-cerverie-2535.htm,,,02.33.56.28.80,"Gestion libre : None  Autres infos : Week-end (2 nuits) et Mid-week: hors périodes vacances scolaires  Taxe de séjour : 0,72 €/pers./nuit Location draps : 10 €/lit Ménage fin de séjour : 80 € Animaux : Admis Chèques vacances : Oui","
Pour un séjour entre amis ou en famille vous apprécierez les volumes généreux de cette demeure en pierre de pays. Amoureux de la pêche ou de la randonnée la situation de cette maison est idéale pour vous. L’été vous profiterez de vos soirées sur la grande terrasse et l’hiver vous pourrez vous retrouver autour de la cheminée pour partager vos souvenirs de la journée."
Gîte Plage du Débarquement,17,304 km,303677,3 hours 11 mins,11465,2 hours 57 mins,10635,"28-30 Rue de la Libération, 14450 Grandcamp-Maisy, France","49.3885749,-1.0401815",http://www.grandsgites.com/gite-14-plages-debarquement-408.htm,,,06.07.12.18.61,"Gestion libre : None  Autres infos : Milieu de semaine: moins 25% du prix de la semaine.
Le prix de la location s'entend hors charges :  Taxe de séjour : 0,60 €/nuit/adulte
 Location draps : 12 € Ménage fin de séjour : 118 € Animaux : Oui Chèques vacances : Oui","
A 100 m de la plage de Grandcamp-Maisy, maison de ville en pierres de Caen, rénovée en 2013, avec double vitrage et volets électriques, excellent confort, 2 cuisines entièrement équipées, petite cour intérieure avec salon de jardin et barbecue. Une terrasse au 1er étage.
Idéal pour les grandes familles. Situé au coeur des sites du Débarquement, parking gratuit et commerces à deux pas."
Le Vieux Pressoir,26,201 km,200755,2 hours 14 mins,8044,2 hours 1 min,7244,"D48, 14130 Pierrefitte-en-Auge, France","49.268186, 0.201612",http://www.grandsgites.com/gite-14-vieux-pressoir-2285.htm,,06.72.71.79.46,02.31.65.01.00,"Gestion libre : None  Autres infos : Pour toute option, repas, pension, animations et autres prestations, nous consulter  Taxe de séjour : Incluse
 Location draps : 5 € Ménage fin de séjour : 95 € Animaux : Admis Chèques vacances : Oui","
Le Vieux Pressoir est le ""navire amiral"" de l'Eco domaine du Houvre qui vous offre deux autres hébergements de grande capacité la Grange 25 lits et le Village avec 4 chalets et 3 yourtes pour 35 à 40 lits. Il est situé à proximité de la côte fleurie, Deauville-Trouville à 10 mn et en bordure d'un lac, traversé par deux cours d'eau. Cadre champêtre typique de l'architecture normande, construit au XVIII et entièrement rénové en 2004, il offre outre sa capacité un charme et un confort appréciables à quelques minutes d'un centre-bourg tout commerces: Pont l'Evêque. La ferme pédagogique et conservatoire qui jouxte les installations offre détente, contact avec les animaux et de nombreuses animations.   "
L'Annexe,16,258 km,258356,2 hours 22 mins,8546,2 hours 21 mins,8481,"16 Rue du Chapitre, 61320 Carrouges, France","48.566380, -0.146251",http://www.grandsgites.com/gite-61-annexe-3087.htm,,06.11.65.31.31,01.42.00.18.27,"Gestion libre : Gîte, bistrot, salle de jeux, cuisine professionnelle sans la salle de réception :  Taxe de séjour : Incluse Location draps : 10 €/lit ; 15 € avec les lits faits ; Linge de toilette : 1,50 €/pers. Ménage fin de séjour : 150 € pour la totalité Animaux : Admis Chèques vacances : Non","
L'Annexe est un ancien café-restaurant datant de la première moitié du XIXe siècle que nous avons restauré avec passion pour le transformer en une confortable maison de bourg avec bistrot privatisé, salle de jeux et salle de réception. Le gîte de charme, en granit et poutres apparentes avec grandes cheminées (utilisables), est parfaitement équipé à neuf : lave-vaisselle, cuisinière, four micro-ondes, réfrigérateur congélateur avec distributeur de glaçons, lave linge, sèche linge, télé grand écran, lecteur DVD, chaine HIFI. Le bistrot privatisé met à disposition une machine expresso professionnelle, une pompe à bière, et toutes boissons (consommations facturées à la fin du séjour). La salle de jeux est équipée  d’un billard anglais, d’un flipper et d’un baby-foot (monnayeurs). La salle de réception (avec tables et chaises) peut accueillir 60 personnes ; elle est accessible aux personnes handicapées ; elle est dotée d’une cuisine professionnelle (fourneaux, chambre froide, lave-vaisselle professionnel, congélateur, friteuse …). A l’extérieur, une terrasse vous accueille avec meubles de jardin et grand barbecue."
Large et Bocage,16,265 km,265342,2 hours 50 mins,10213,2 hours 36 mins,9388,"La Montée, 14210 Le Locheur, France","49.104333, -0.556635",http://www.grandsgites.com/gite-14-large-bocage-3376.htm,,,06.34.45.25.80,Gestion libre : None  Autres infos : Prix à la nuitée : 220 € pour 8 personnes (20 € par personnes supplémentaires chez nous le jour ou la nuit) en semaine  Taxe de séjour : Incluse Location draps : 10 €/lit Ménage fin de séjour : 95 € Animaux : Admis 15 € Chèques vacances : Oui,"
Grand gite (classé 4 étoiles) à 15 mn de Caen, Paris 2h30, pouvant accueillir plusieurs familles (8 lits doubles kingsize modulables possible en +5 (dortoir)) dans une vaste propriété. Grande salle (32 couverts), piscine extérieure chauffée, parking privé, possibilité chevaux, tentes, camping-car. Gite spacieux de 250 m² dans un environnement champêtre, une vaste propriété de de 3 hectares entièrement close, calme et discrétion nécessaires. Ferme du 18ème siècle rénovée en pierres et poutres apparentes. Nombreux animaux.
"
Gite Les Perruquiers,28,335 km,334687,3 hours 19 mins,11915,3 hours 16 mins,11759,"4 Chemin le Chemin de l'Église, 50520 Bellefontaine, France","48.6889080, -0.9745280",http://www.grandsgites.com/gite-50-les-perruquiers-2712.htm,,06.60.38.58.44,02.33.49.48.91 ,Gestion libre : None  Autres infos : Tarifs ci-dessus pour le gite complet.  Taxe de séjour : Non incluse Location draps : 2 € Ménage fin de séjour : 40 € Animaux : Admis Chèques vacances : Non,"
Dans le cadre du bocage normand, maison rénovée par la commune, au cœur des collines verdoyantes du Mortainais, située sur le GR22. Gite au cœur d'un village préservé. 7 chambres de 2 à 4 personnes avec lits superposés, 1 chambre avec 1 lit double, 4 douches, 4 WC. Salle de séjour, coin cuisine avec lave-vaisselle, salle annexe en véranda. Jardin clos, salon de jardin, barbecue extérieur à disposition."
Gîtes de la Terrette,34,327 km,327382,3 hours 27 mins,12412,3 hours 13 mins,11581,"731 Route de la Terrette, 50620 Tribehou, France","49.221248,-1.230700",http://www.grandsgites.com/gite-50-terrette-918.htm,,,02.33.55.18.07,Gestion libre : None  Taxe de séjour : Incluse Location draps : 3 € Ménage fin de séjour : 30 € Animaux : Admis Chèques vacances : Oui,"
Deux gîtes de grande capacité avec dans la même cour des salles pour réceptions, classes vertes, expositions,
séminaires... Dans le parc des marais du Cotentin et du Bessin, les amis de la nature partirons à la découverte des paysages de marais, de leurs histoires de leurs faune et flore. De mai à septembre possibilité d'embarquer, avec Rémi, sur le bateau ""la Rosée du Soleil"" à la découverte de la vallée de la Taute.
Toute l'année, Claudine initie les enfants à l'agriculture."
Gîte de la Gaularderie,14,234 km,234221,2 hours 3 mins,7385,2 hours 2 mins,7323,"126-147 La Pouprière, 61250 Semallé, France","48.477351, 0.165847",http://www.grandsgites.com/gite-61-gaularderie-2775.htm,,,06.84.13.86.74,"Gestion libre : None  Autres infos : Les tarifs s'entendent toutes charges comprises (eau, électricité, chauffage).  Taxe de séjour : 1 €/nuit/adulte Location draps : Inclus Ménage fin de séjour : 100 € Animaux : Non admis Chèques vacances : Non","
Au milieu des chevaux, à seulement 4 km de l'autoroute A28 et 6 km d'Alençon, dans un cadre unique, le gîte de la Gaularderie est une grande longère de caractère. Vous profiterez d'une vue remarquable sur la campagne environnante, d'un grand jardin au calme pour vous détendre, d'une salle de jeux avec table de ping-pong, mini-billard et baby-foot pour amuser petits et grands et de la Voie Verte qui relie le Perche au Mont-Saint Michel pour faire des balades en famille ou entre amis. Les draps sont fournis et les lits sont faits pour votre arrivée. Le bois pour la cheminée du salon vous est offert, l’accès à internet est gratuit."
Gîte de la Huberdière,24,351 km,351230,3 hours 21 mins,12070,3 hours 19 mins,11956,"La Huberdière, 50300 Tirepied, France","48.713533,-1.313230",http://www.grandsgites.com/gite-50-gite-huberdiere-49.htm,,,02.33.49.84.55,"Gestion libre : None  Autres infos : La location comprend les draps et les serviettes  Taxe de séjour : 1,10 €/nuit/pers. Location draps : Inclus Ménage fin de séjour : 235 € pour le gîte complet ou 20 €/chambre Animaux : Oui 10 € / animal / nuit Chèques vacances : Oui","
Gîte de groupe situé dans un magnifique thèâtre de verdure, à un vol d'oiseau du Mont St Michel. Idéal pour séjourner en Normandie et découvrir la Bretagne. Prestation de qualité dans un gîte moderne et design. Vous pourrez également vous détendre dans notre espace bien-être (spa et sauna  avec coin détente au pied de la cheminée) ou profiter de la salle de jeux (billard, baby foot, juke box, coin bar salon)."
Gite de la Guérinière,18,340 km,340429,3 hours 16 mins,11761,3 hours 14 mins,11657,"1 Route de la Guérinière, 50220 Juilley, France","48.610413,-1.342252",http://www.grandsgites.com/gite-50-gueriniere-2765.htm,,06.50.68.19.66,02.33.58.52.66,Gestion libre : None  Taxe de séjour : Non incluse Location draps : 10 € Ménage fin de séjour : 100 € Animaux : Non admis Chèques vacances : Non,"
Partez à la découverte de la baie du Mont Saint Michel en profitant de 2 gites entièrement restaurés sur un hectare de terrain calme et arboré."
Gîte Bellevue,12,344 km,344045,3 hours 19 mins,11944,3 hours 17 mins,11839,"6 Résidence Bellevue, 50220 Courtils, France","48.629411,-1.412956",http://www.grandsgites.com/gite-50-bellevue-2147.htm,,06.89.65.18.61,02.33.48.31.86,"Gestion libre : None  Taxe de séjour : 0,50 €/pers./nuit Location draps : 8 € Ménage fin de séjour : 40 € Animaux : Non admis Chèques vacances : Oui","
Gîte pour 12 personnes situé à 7 km du Mont-Saint-Michel (Courtils). Du jardin, vue panoramique sur le Mt St Michel et sa baie. Cette maison est idéale pour un week-end ou des vacances, un anniversaire ou des retrouvailles familiales. Au RDC : un séjour avec cheminée, grande verranda avec vue sur le jardin et le Mt St Michel, cuisine équipée, chambre avec lit double et salle de bain (douche), WC séparé, et un séjour avec kitchenette et canapé convertible 2 places qui communique directement avec une des chambres à l'étage. A l'étage : 2 chambres avec lit double, 2 chambres avec chacune 2 lits simples, 2 salles de bain (baignoire) et 2 WC dont un séparé.   "
La Porte du Marais,30,343 km,342781,3 hours 35 mins,12916,3 hours 21 mins,12072,"Vierge du Petit Moulin, 50700 Hémevez, France","49.457425, -1.438045",http://www.grandsgites.com/gite-50-porte-marais-2995.htm,,,02.33.56.28.80,Gestion libre : None  Taxe de séjour : Non incluse Location draps : Inclus Ménage fin de séjour : Non inclus Animaux : Admis Chèques vacances : Oui,"
Dans le Parc Naturel Régional des Marais du Cotentin, ancienne école de la commune restaurée dans un espace totalement sécurisé. Entièrement de plain
pied : salle à manger avec cheminée, cuisine équipée, 6 chambres, 4 douches, 5 WC, salle de classe. A proximité de la salle communale. Circuits VTT, vélos et pédestres à 200m."
Au Relais du Grand Camp,47,320 km,319796,2 hours 58 mins,10685,2 hours 56 mins,10552,"Le Vieux Grand Camp, 14570 Clécy, France","48.913968, -0.492205",http://www.grandsgites.com/gite-14-relais-grand-camp-3010.htm,,06.78.86.57.47,02.31.69.69.06,"Gestion libre : None Nuit + Petit-déj : 19,80 € Demi-pension : 33,80 € Pension complète : 40,30 €  Autres infos : Option :  Taxe de séjour : 0,50/nuit/pers. Location draps : 3,50 €/pers. Ménage fin de séjour : 3,50 €/pers. Animaux : Admis sur demande Chèques vacances : Oui","
Situé dans un cadre verdoyant et clos de 13 000 m², le Relais du Grand Camp est un gite de groupe parfaitement adapté pour recevoir toutes sortes de groupes. Spécialement adapté pour recevoir cousinades, anniversaires, mariages et baptêmes,... Tous les événements qui vous permettent de vous retrouver et de faire la fête. Nous sommes là pour vous aider à l'organisation de votre séjour. Venez profitez de notre savoir-faire pour les repas et les petits déjeuners. Des repas adaptés à votre budget. Le Relais du Grand Camp c'est aussi la location de canoë-kayak, un parking privé, un enclos pour les chevaux, un terrain de volley, de foot, de pétanque, mini-golf, ping-pong, Slackline, Lance-ballons géant ainsi que des tables de pique-niques et barbecue."
La Gentilhommière,14,279 km,278877,2 hours 55 mins,10508,2 hours 41 mins,9683,"38 La Tuilerie, 14490 Le Tronquay, France","49.219070, -0.790448",http://www.grandsgites.com/gite-14-gentilhommiere-tronquay-3246.htm,,,02.31.22.57.61,"Gestion libre : Gite seul :
  Taxe de séjour : 0,20 €/pers./nuit Location draps : 10 € Ménage fin de séjour : 50 € pour le gite / 150 € salle et cuisine Animaux : Non admis Chèques vacances : Non","
Adorable gite dans une ancienne poterie à 5 mn de Bayeux et à proximité des plages du Débarquement. Dans la même cour nous disposons d'une salle de caractère de 100 personnes. Nous louons en priorité les 2 établissements, si la salle n'est pas louée nous louons le gite de 14 personnes. Nous ne disposons pas de lave vaisselle et pour un confort de vie le gite est mieux adapté à 8 personnes. Nous disposons de salons de jardin et d'une cour fermée."
